ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
FQ09JT,Maruti Ciaz,Kochi,2018,15982,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5,4,\N,9.96
9M43KV,BMW 3,Kochi,2015,58390,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Black/Silver,5,4,\N,19.86
HGOTL6,Maruti Ritz,Mumbai,2016,62000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,White,5,4,\N,3.2
7F2QV6,Maruti Vitara,Coimbatore,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,9.89 Lakh,9.05
VXQJ4M,Honda Jazz,Kolkata,2010,45000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,White,5,4,\N,2.0
WGIITA,Hyundai i20,Kolkata,2013,40300,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,Others,5,4,\N,2.8
EV0ZR2,Hyundai Santa,Coimbatore,2016,45794,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Black/Silver,7,5,\N,20.67
8YEVZD,Audi A4,Bangalore,2014,29000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,\N,26.0
5B2IMM,Skoda Rapid,Hyderabad,2014,56000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,White,5,4,\N,7.0
DVUKDI,Volkswagen Ameo,Mumbai,2016,16000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,Black/Silver,5,4,\N,5.4
YM5R71,Maruti Wagon,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,White,5,4,\N,1.25
DRH7IL,Hyundai Grand,Jaipur,2017,26877,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,White,5,4,\N,5.75
9EQ9R5,Audi A6,Coimbatore,2014,49964,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Others,5,4,\N,23.89
A7L0GW,Maruti Alto,Coimbatore,2012,65349,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Others,5,4,\N,2.81
SN85DV,Maruti Baleno,Jaipur,2017,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5,4,\N,4.5
04IZMB,Toyota Innova,Hyderabad,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,White,8,5,\N,12.5
L3DOF7,Tata Indigo,Ahmedabad,2013,31000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,Others,5,4,\N,2.7
DYLHO3,Honda Amaze,Coimbatore,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,White,5,4,\N,4.94
HQWOZY,Hyundai i10,Mumbai,2015,20000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,\N,3.75
DFDKYW,Volkswagen Vento,Chennai,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.6 bhp,Black/Silver,5,4,\N,7.75
MAUB92,Maruti Wagon,Pune,2013,89900,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,White,5,4,\N,3.25
6C7Q8I,Mercedes-Benz E-Class,Bangalore,2014,28000,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,Black/Silver,5,4,\N,31.75
Z1NGHD,Mercedes-Benz C-Class,Coimbatore,2019,15369,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,Others,5,4,49.14 Lakh,35.67
4LASYA,Ford Endeavour,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,Black/Silver,7,5,35.29 Lakh,27.36
I6KM2U,Ford Fiesta,Kochi,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,Others,5,4,\N,3.16
DYFS8V,Ford EcoSport,Delhi,2017,39000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Others,5,4,11.47 Lakh,8.45
J1OSV5,Maruti Swift,Hyderabad,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,7.27 Lakh,5.95
4KCUOX,Honda BR-V,Pune,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,Black/Silver,7,5,12.51 Lakh,8.5
P1JUT7,Skoda Superb,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,White,5,4,33.58 Lakh,26.0
U5Y4GR,Hyundai i20,Pune,2010,50000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5,4,\N,3.0
MSUEOL,Honda City,Delhi,2015,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,5.95
B4YTFU,Hyundai Accent,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,White,5,4,\N,2.5
G83RK0,Mahindra XUV500,Ahmedabad,2015,52000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,\N,11.5
KZI5XI,Skoda Laura,Pune,2010,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,null bhp,Black/Silver,5,4,\N,2.85
L80OQZ,Volkswagen Polo,Hyderabad,2015,75600,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,\N,5.8
UNKGFJ,Mercedes-Benz E-Class,Pune,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,Others,5,4,\N,11.5
XB6JN7,Maruti Vitara,Coimbatore,2018,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,11 Lakh,10.46
HIN4IO,Honda City,Bangalore,2011,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5,4,\N,4.95
HODI71,Hyundai EON,Kochi,2015,43993,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5,4,\N,3.45
KE92EQ,Honda BR-V,Bangalore,2016,34004,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,Others,7,5,12.9 Lakh,8.02
M1EY11,Honda City,Kochi,2016,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,6.83
LYSZW2,Tata Sumo,Bangalore,2014,66000,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,Others,7,5,\N,4.45
B6X9M3,Jaguar XJ,Hyderabad,2015,26000,Diesel,Automatic,First,14.47 kmpl,2993 CC,301.73 bhp,Black/Silver,5,4,\N,75.0
PMGYV0,Renault Captur,Coimbatore,2019,24950,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,Others,5,4,\N,13.37
49M3O1,Skoda Superb,Jaipur,2014,93325,Diesel,Manual,Second,17.2 kmpl,1968 CC,138.1 bhp,Others,5,4,\N,14.45
IWN9F4,Audi A4,Jaipur,2012,65664,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,White,5,4,\N,13.5
NBUIWO,Nissan Sunny,Chennai,2016,90000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,Black/Silver,5,4,\N,6.2
C63RWF,Maruti Celerio,Chennai,2014,18500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,\N,3.95
AWBD75,Ford Ecosport,Jaipur,2013,92250,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,White,5,4,\N,5.75
XNK2XP,Ford Figo,Coimbatore,2011,51928,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,Black/Silver,5,4,\N,3.46
I9IFIA,Hyundai i10,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,\N,4.87
GG09JX,Audi Q5,Coimbatore,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,White,5,4,\N,43.74
YDPHR8,Smart Fortwo,Pune,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799 CC,null bhp,White,2,2,\N,3.0
B060R4,BMW 3,Kolkata,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,Others,5,4,\N,9.75
4KEV5M,Hyundai i20,Mumbai,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5,4,\N,6.22
T198K2,Volkswagen Polo,Coimbatore,2018,39861,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,White,5,4,\N,7.38
9Y9FFN,Maruti Swift,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,4.0
7IVER6,Toyota Corolla,Coimbatore,2016,82725,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,Black/Silver,5,4,25.27 Lakh,11.99
RDZA2R,Fiat Grande,Pune,2014,74500,Diesel,Manual,First,21.2 kmpl,1248 CC,75 bhp,Black/Silver,5,4,\N,3.3
5OHCZK,Maruti Alto,Kolkata,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,\N,1.25
SQGBX8,BMW 5,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Others,5,4,63.71 Lakh,21.75
Z793M9,Tata Safari,Jaipur,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,Black/Silver,7,5,\N,10.0
YHO25T,Mitsubishi Montero,Chennai,2007,179032,Diesel,Manual,First,11.56 kmpl,3200 CC,199.3 bhp,White,7,5,\N,7.5
CARXKE,Maruti Celerio,Kolkata,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,White,5,4,\N,3.49
U2LZQR,Maruti Baleno,Kochi,2018,23714,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,\N,6.57
NT09ED,Maruti Wagon,Kolkata,2017,17000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,Others,5,4,5.8 Lakh,3.95
PTYPVD,Tata Nano,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,Others,4,4,\N,1.0
SYILVB,Mercedes-Benz GLA,Kochi,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5,4,38.72 Lakh,24.46
3B5VC3,Hyundai Verna,Ahmedabad,2012,52000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,\N,6.5
PPQ9TD,Mahindra KUV,Kolkata,2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,Others,5,4,\N,4.7
Y0XZRR,Hyundai Grand,Pune,2017,15356,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,\N,4.75
UKARDW,Hyundai Santro,Jaipur,2005,120000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,Others,5,4,\N,1.15
7X3HGW,Mercedes-Benz A,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,Black/Silver,5,4,\N,14.0
HO7K5N,Mahindra XUV500,Coimbatore,2016,67472,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,\N,14.5
DBQ32R,Renault Duster,Mumbai,2015,67000,Diesel,Manual,Second,19.87 kmpl,1461 CC,83.8 bhp,Others,5,4,\N,7.0
EI53VT,Hyundai i10,Kochi,2014,61517,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5,4,\N,4.39
MEIQRL,Hyundai Creta,Pune,2017,40158,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Others,5,4,\N,13.75
PGGOU4,Mahindra XUV500,Mumbai,2015,48000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,\N,9.45
F18LMP,Hyundai i20,Pune,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,Others,5,4,\N,4.25
VU07QS,Hyundai Verna,Kolkata,2012,14800,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,\N,4.4
X1K9Q4,Maruti Vitara,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,10.14 Lakh,8.0
XSEBP7,Mahindra Scorpio,Jaipur,2011,83000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8,5,\N,6.71
PXOURF,Renault KWID,Kochi,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,White,5,4,3.95 Lakh,3.46
I0923C,Maruti Swift,Kolkata,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,Others,5,4,\N,2.5
86362T,BMW 7,Pune,2008,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,White,5,4,\N,10.75
ELE2MO,Toyota Fortuner,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,\N,18.5
KJN01U,Hyundai i20,Chennai,2011,47000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5,4,\N,4.5
CU7LVW,Hyundai i20,Kochi,2018,37746,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,Others,5,4,\N,7.59
DOS8Y8,Hyundai Verna,Kochi,2009,137148,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,Others,5,4,\N,1.85
R82OIW,Skoda Rapid,Coimbatore,2019,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,Others,5,4,12.44 Lakh,9.66
KS2SQS,Maruti Swift,Jaipur,2015,64424,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5,4,\N,5.6
ZRGOTY,Hyundai Verna,Kolkata,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,Others,5,4,\N,8.65
C5F5YF,Hyundai i10,Kochi,2012,65727,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,\N,2.97
PADWKR,Honda Brio,Pune,2012,65167,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,\N,3.28
5B1UYO,Maruti Ciaz,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,White,5,4,\N,8.45
H5CS1C,Hyundai i10,Mumbai,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,\N,3.9
IIZ5SQ,Hyundai EON,Jaipur,2015,91000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5,4,\N,2.5
CJVSBK,Tata Safari,Bangalore,2012,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.03 bhp,White,7,5,\N,4.6
P1GBL2,Hyundai i10,Ahmedabad,2014,47003,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,\N,3.67
BPQLA9,BMW 3,Chennai,2012,65000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,54.7 Lakh,14.0
AP9WR9,Maruti Wagon,Kolkata,2011,37000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,White,5,4,\N,2.1
P57RT2,Mahindra XUV500,Kochi,2014,49663,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,\N,8.42
OXU6ZV,Hyundai i20,Coimbatore,2016,99362,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Others,5,4,\N,7.03
1NGZ1F,Honda Amaze,Mumbai,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5,4,\N,4.25
QNBW6F,Hyundai Verna,Hyderabad,2010,118077,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,Others,5,4,\N,3.85
RUDQNL,Honda City,Chennai,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,\N,7.0
BHI7X7,Chevrolet Sail,Kolkata,2014,9500,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,Black/Silver,5,4,\N,3.5
N3ZTTG,Maruti Alto,Pune,2012,100000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,White,5,4,\N,1.8
ZI0F8D,Volkswagen Polo,Hyderabad,2013,86300,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,\N,4.5
264ZLS,Audi RS5,Mumbai,2013,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,White,4,4,1.28 Cr,40.5
9PM8EP,Porsche Panamera,Bangalore,2013,19828,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,Black/Silver,4,4,\N,75.0
H4QMRF,Mercedes-Benz New,Coimbatore,2018,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5,4,\N,39.62
B2ZR9K,Jaguar XF,Kolkata,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,Black/Silver,5,4,\N,20.0
ZW6X1R,Maruti Baleno,Kochi,2017,36152,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5,4,\N,7.22
21HRQU,Hyundai i20,Delhi,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,Black/Silver,5,4,\N,4.83
M509TM,Honda Jazz,Coimbatore,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,Others,5,4,\N,9.15
ZGTGGW,Hyundai i20,Pune,2012,55000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,White,5,4,\N,3.75
WIQFNZ,Maruti Wagon,Jaipur,2013,62700,Petrol,Manual,Second,20.51 kmpl,998 CC,67.04 bhp,Others,5,4,\N,2.85
QDZZMD,Audi A6,Mumbai,2013,56500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,White,5,4,\N,19.8
KILPWL,Maruti Vitara,Kochi,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,8.63 Lakh,8.39
YPCRLY,Volkswagen Vento,Mumbai,2013,49106,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,White,5,4,\N,4.4
J3FV9X,Maruti Vitara,Pune,2017,38000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Others,5,4,\N,7.99
ERWBAO,Renault Duster,Coimbatore,2016,65257,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Others,5,4,\N,9.75
VW2EFD,Honda City,Jaipur,2006,95000,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,Black/Silver,5,4,\N,2.11
MBOKRC,Maruti Swift,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,Black/Silver,5,4,\N,5.55
CLTHWU,BMW 3,Bangalore,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,White,5,4,\N,25.5
GJ1XN2,BMW X5,Hyderabad,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,Others,5,4,\N,54.0
DMZ3ST,Hyundai i20,Mumbai,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,\N,5.05
HVE7V5,Maruti Swift,Chennai,2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,White,5,4,\N,6.5
EKB64X,Honda Civic,Bangalore,2011,72000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,Black/Silver,5,4,\N,5.5
5W4TL2,Maruti Alto,Hyderabad,2010,94753,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,\N,1.95
LQJ8SZ,Tata New,Chennai,2009,120000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,White,7,5,\N,3.0
EHPYQR,Skoda Laura,Delhi,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,White,5,4,\N,4.75
ZW3DH7,Honda Amaze,Pune,2014,48000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,\N,4.5
24TMHG,Hyundai Creta,Coimbatore,2019,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,\N,13.54
ML23AW,Mercedes-Benz E-Class,Mumbai,2008,68333,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,Others,5,4,\N,8.5
3FZ9TR,Audi A4,Coimbatore,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,\N,25.31
K4MR0Q,Maruti Ritz,Hyderabad,2014,60000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,White,5,4,\N,4.35
ORKRB8,Audi Q5,Chennai,2014,25000,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,White,5,4,\N,44.0
B5II1W,Toyota Fortuner,Mumbai,2010,122000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,Others,7,5,\N,10.45
F9OORV,Toyota Innova,Kolkata,2017,31000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,White,7,4,21.36 Lakh,16.95
IUM5Z7,Volkswagen Vento,Hyderabad,2016,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,White,5,4,14.2 Lakh,8.45
2XC5VY,Honda Brio,Mumbai,2014,36631,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,White,5,4,\N,4.3
BH1OU5,Hyundai i10,Delhi,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,\N,2.2
3C2VZQ,Tata Indica,Pune,2013,70000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,Black/Silver,5,4,\N,1.8
27BCW2,Toyota Innova,Hyderabad,2010,250000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,White,7,4,\N,6.5
W8BP2Q,Honda Amaze,Kolkata,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5,4,\N,3.9
XBT6OH,Volkswagen Ameo,Kochi,2018,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,Black/Silver,5,4,9.72 Lakh,7.9
1P52K1,Chevrolet Optra,Pune,2005,150000,Petrol,Manual,First,14.7 kmpl,1598 CC,null bhp,White,5,4,\N,1.5
HHJ473,Ford Figo,Pune,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,White,5,4,\N,4.25
NORTEM,Hyundai i10,Coimbatore,2013,64466,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5,4,\N,3.96
L4QVTV,Honda City,Mumbai,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Others,5,4,\N,8.95
8ZFLA7,Maruti Swift,Pune,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,8.26 Lakh,4.5
81KYLE,Tata Indica,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405 CC,70 bhp,White,5,4,\N,2.5
QYKGHW,Audi Q7,Mumbai,2015,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,White,7,5,\N,38.0
K9PVXQ,Mercedes-Benz GLE,Coimbatore,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,Black/Silver,5,4,95.13 Lakh,64.87
7XLFY5,Honda Amaze,Hyderabad,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,Black/Silver,5,4,\N,5.4
KRL3Y8,BMW X5,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,Others,5,4,\N,45.0
2LMWV3,Toyota Fortuner,Chennai,2010,242000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,\N,11.0
SF0PZT,Hyundai Verna,Delhi,2016,35000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,\N,7.4
0JDXKT,Nissan Sunny,Kochi,2013,68880,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,Black/Silver,5,4,\N,3.97
3S2MX7,Honda City,Mumbai,2015,73070,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5,4,\N,5.9
3ASYSE,Ford Figo,Hyderabad,2015,84000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Black/Silver,5,4,\N,3.8
U5DGMK,Maruti Swift,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,\N,4.35
YBEVO9,Honda Jazz,Pune,2015,97000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,White,5,4,\N,6.4
M8Z446,Maruti Wagon,Delhi,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,Others,5,4,5.68 Lakh,4.25
ZS42WG,Mini Cooper,Hyderabad,2013,51000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,Others,5,4,\N,21.94
OEDL2W,Hyundai Verna,Chennai,2009,60000,Petrol,Manual,Third,13.9 kmpl,1599 CC,103.2 bhp,Black/Silver,5,4,\N,2.25
OU1KA2,BMW 5,Hyderabad,2007,120000,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,Black/Silver,5,4,\N,10.5
LF2EO7,Honda City,Pune,2013,127000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,\N,4.5
I3QGW6,Land Rover Range,Hyderabad,2017,25000,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,White,5,4,2.3 Cr,160.0
93WF28,Land Rover Discovery,Hyderabad,2016,62000,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,Others,7,5,\N,44.5
KOPXAR,Volkswagen Polo,Kolkata,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Others,5,4,\N,4.11
3LYR7U,Tata Indica,Hyderabad,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,White,5,4,\N,2.8
RME8ZB,Ford Fiesta,Chennai,2009,80524,Petrol,Manual,Second,15.3 kmpl,1596 CC,null bhp,Others,5,4,\N,2.5
U5DEEC,Chevrolet Aveo,Jaipur,2007,140000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,White,5,4,\N,0.9
MH76FP,Ford Endeavour,Coimbatore,2017,59636,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,White,7,5,\N,29.2
UT9WDG,Maruti Wagon,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,White,5,4,\N,4.22
46QF46,Audi A6,Hyderabad,2015,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,\N,36.0
UHNS6U,Ford Endeavour,Chennai,2019,9000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,White,7,5,\N,32.9
Z5O1UI,Mercedes-Benz B,Delhi,2013,28000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,White,5,4,\N,11.56
